1,11.5,2,-1,1,11.5,11.5
1,11.5,2,-1,1,23,23
1,11.5,2,-1,1,80.5,80.5
1,11.5,2,-1,1,92,92
1,11.5,2,-1,1,161,161
1,11.5,2,-1,1,241.5,241.5
1,11.5,2,-1,1,322,322
1,11.5,2,-1,1,391,391
1,11.5,2,-1,1,460,460
1,11.5,2,-1,1,471.5,471.5
1,11.5,2,-1,1,494.5,494.5
1,11.5,2,-1,1,540.5,540.5
1,11.5,2,-1,1,552,552
1,11.5,2,-1,1,575,575
1,11.5,2,-1,1,621,621
1,11.5,2,-1,1,632.5,632.5
1,11.5,2,-1,1,655.5,655.5
1,11.5,2,-1,1,701.5,701.5
1,11.5,2,-1,1,736,736
1,11.5,2,-1,1,782,782
1,11.5,2,-1,1,793.5,793.5
1,11.5,2,-1,1,816.5,816.5
1,11.5,2,-1,1,862.5,862.5
1,11.5,2,-1,1,874,874
1,11.5,2,-1,1,897,897
1,11.5,2,-1,1,931.5,931.5
1,11.5,2,-1,1,954.5,954.5
1,11.5,2,-1,1,977.5,977.5
1,11.5,2,-1,1,1012,1012
1,11.5,2,-1,1,1035,1035
1,11.5,2,-1,1,1046.5,1046.5
1,11.5,2,-1,1,1092.5,1092.5
1,11.5,2,-1,1,1115.5,1115.5
1,11.5,2,-1,1,1127,1127
1,11.5,2,-1,1,1196,1196
