2,0.1,4.78599,4.21483
2,0.2,4.70855,4.15156
2,0.3,4.63111,4.08828
2,0.4,4.55368,4.02501
2,0.5,4.47624,3.96173
2,0.6,4.3988,3.89846
2,0.7,4.32137,3.83518
2,0.8,4.24393,3.77191
2,0.9,4.1665,3.70864
2,1,4.08906,3.64536
2,1.1,4.01162,3.58209
2,1.2,3.93419,3.51881
2,1.3,3.85675,3.45554
2,1.4,3.77932,3.39226
2,1.5,3.70188,3.32899
2,1.6,3.62444,3.26572
2,1.7,3.54701,3.20244
2,1.8,3.46957,3.13917
2,1.9,3.39213,3.07589
2,2,3.3147,3.01262
2,2.1,3.23726,2.94934
2,2.2,3.15983,2.88607
2,2.3,3.08239,2.82279
2,2.4,3.00495,2.75952
2,2.5,2.92752,2.69625
2,2.6,2.85008,2.63297
2,2.7,2.77265,2.5697
2,2.8,2.69521,2.50642
2,2.9,2.61777,2.44315
2,3,2.54034,2.37987
2,3.1,2.4629,2.3166
2,3.2,2.38546,2.25333
2,3.3,2.30803,2.19005
2,3.4,2.23059,2.12678
2,3.5,2.15316,2.0635
2,3.6,2.07572,2.00023
2,3.7,1.99828,1.93695
2,3.8,1.92085,1.87368
2,3.9,1.84341,1.81041
2,4,1.76598,1.74713
2,4.1,1.68854,1.68386
2,4.2,1.6111,1.62058
2,4.3,1.53367,1.55731
2,4.4,1.45623,1.49403
2,4.5,1.37879,1.43076
2,4.6,1.30136,1.36749
2,4.7,1.22392,1.30421
2,4.8,1.14649,1.24094
2,4.9,1.06905,1.17766
2,5,0.991614,1.11439
2,5.1,0.914178,1.05111
2,5.2,0.836742,0.987839
2,5.3,0.759306,0.924565
2,5.4,0.681869,0.86129
2,5.5,0.604433,0.798016
2,5.6,0.526997,0.734742
2,5.7,0.449561,0.671467
2,5.8,0.372125,0.608193
2,5.9,0.294689,0.544919
2,6,0.217252,0.481644
2,6.1,0.139816,0.41837
2,6.2,0.0623801,0.355096
2,6.3,0.015056,0.291821
2,6.4,0.0924922,0.228547
2,6.5,0.169928,0.165273
2,6.6,0.247364,0.101998
2,6.7,0.324801,0.0387241
2,6.8,0.402237,0.0245503
2,6.9,0.479673,0.0878246
2,7,0.557109,0.151099
2,7.1,0.634545,0.214373
2,7.2,0.711981,0.277648
2,7.3,0.789418,0.340922
2,7.4,0.866854,0.404196
2,7.5,0.94429,0.467471
2,7.6,1.02173,0.530745
2,7.7,1.09916,0.594019
2,7.8,1.1766,0.657294
2,7.9,1.25403,0.720568
2,8,1.33147,0.783842
2,8.1,1.40891,0.847117
2,8.2,1.48634,0.910391
2,8.3,1.56378,0.973665
2,8.4,1.64122,1.03694
2,8.5,1.71865,1.10021
2,8.6,1.79609,1.16349
2,8.7,1.87352,1.22676
2,8.8,1.95096,1.29004
2,8.9,2.0284,1.35331
2,9,2.10583,1.41659
2,9.1,2.18327,1.47986
2,9.2,2.2607,1.54313
2,9.3,2.33814,1.60641
2,9.4,2.41558,1.66968
2,9.5,2.49301,1.73296
2,9.6,2.57045,1.79623
2,9.7,2.64789,1.85951
2,9.8,2.72532,1.92278
2,9.9,2.80276,1.98605
2,10,2.88019,2.04933
2,10.1,2.95763,2.1126
2,10.2,3.03507,2.17588
2,10.3,3.1125,2.23915
2,10.4,3.18994,2.30243
2,10.5,3.26737,2.3657
2,10.6,3.34481,2.42898
2,10.7,3.42225,2.49225
2,10.8,3.49968,2.55552
2,10.9,3.57712,2.6188
2,11,3.65456,2.68207
2,11.1,3.73199,2.74535
2,11.2,3.80943,2.80862
2,11.3,3.88686,2.8719
2,11.4,3.9643,2.93517
2,11.5,4.04174,2.99844
2,11.6,4.11917,3.06172
2,11.7,4.19661,3.12499
2,11.8,4.27404,3.18827
2,11.9,4.35148,3.25154
2,12,4.42892,3.31482
2,12.1,4.50635,3.37809
2,12.2,4.58379,3.44136
2,12.3,4.66123,3.50464
2,12.4,4.73866,3.56791
2,12.5,4.8161,3.63119
2,12.6,4.89353,3.69446
2,12.7,4.97097,3.75774
2,12.8,4.95159,3.82101
2,12.9,4.87416,3.88428
2,13,4.79672,3.94756
2,13.1,4.71929,4.01083
2,13.2,4.64185,4.07411
2,13.3,4.56441,4.13738
2,13.4,4.48698,4.20066
2,13.5,4.40954,4.26393
2,13.6,4.3321,4.32721
2,13.7,4.25467,4.39048
2,13.8,4.17723,4.45375
2,13.9,4.0998,4.51703
2,14,4.02236,4.5803
2,14.1,3.94492,4.64358
2,14.2,3.86749,4.70685
2,14.3,3.79005,4.77013
2,14.4,3.71262,4.8334
2,14.5,3.63518,4.89667
2,14.6,3.55774,4.95995
2,14.7,3.48031,4.97678
2,14.8,3.40287,4.9135
2,14.9,3.32543,4.85023
2,15,3.248,4.78695
2,15.1,3.17056,4.72368
2,15.2,3.09313,4.66041
2,15.3,3.01569,4.59713
2,15.4,2.93825,4.53386
2,15.5,2.86082,4.47058
2,15.6,2.78338,4.40731
2,15.7,2.70595,4.34403
2,15.8,2.62851,4.28076
2,15.9,2.55107,4.21749
2,16,2.47364,4.15421
2,16.1,2.3962,4.09094
2,16.2,2.31876,4.02766
2,16.3,2.24133,3.96439
2,16.4,2.16389,3.90111
2,16.5,2.08646,3.83784
2,16.6,2.00902,3.77456
2,16.7,1.93158,3.71129
2,16.8,1.85415,3.64802
2,16.9,1.77671,3.58474
2,17,1.69928,3.52147
2,17.1,1.62184,3.45819
2,17.2,1.5444,3.39492
2,17.3,1.46697,3.33164
2,17.4,1.38953,3.26837
2,17.5,1.31209,3.2051
2,17.6,1.23466,3.14182
2,17.7,1.15722,3.07855
2,17.8,1.07979,3.01527
2,17.9,1.00235,2.952
2,18,0.924914,2.88872
2,18.1,0.847478,2.82545
2,18.2,0.770041,2.76218
2,18.3,0.692605,2.6989
2,18.4,0.615169,2.63563
2,18.5,0.537733,2.57235
2,18.6,0.460297,2.50908
2,18.7,0.382861,2.4458
2,18.8,0.305425,2.38253
2,18.9,0.227988,2.31925
2,19,0.150552,2.25598
2,19.1,0.0731161,2.19271
2,19.2,0.00432007,2.12943
2,19.3,0.0817562,2.06616
2,19.4,0.159192,2.00288
2,19.5,0.236629,1.93961
2,19.6,0.314065,1.87633
2,19.7,0.391501,1.81306
2,19.8,0.468937,1.74979
2,19.9,0.546373,1.68651
2,20,0.623809,1.62324
2,20.1,0.701245,1.55996
2,20.2,0.778682,1.49669
2,20.3,0.856118,1.43341
2,20.4,0.933554,1.37014
2,20.5,1.01099,1.30687
2,20.6,1.08843,1.24359
2,20.7,1.16586,1.18032
2,20.8,1.2433,1.11704
2,20.9,1.32073,1.05377
2,21,1.39817,0.990494
2,21.1,1.47561,0.927219
2,21.2,1.55304,0.863945
2,21.3,1.63048,0.800671
2,21.4,1.70792,0.737396
2,21.5,1.78535,0.674122
2,21.6,1.86279,0.610848
2,21.7,1.94022,0.547573
2,21.8,2.01766,0.484299
2,21.9,2.0951,0.421025
2,22,2.17253,0.35775
2,22.1,2.24997,0.294476
2,22.2,2.3274,0.231202
2,22.3,2.40484,0.167927
2,22.4,2.48228,0.104653
2,22.5,2.55971,0.0413787
2,22.6,2.63715,0.0218956
2,22.7,2.71459,0.08517
2,22.8,2.79202,0.148444
2,22.9,2.86946,0.211719
2,23,2.94689,0.274993
2,23.1,3.02433,0.338267
2,23.2,3.10177,0.401542
2,23.3,3.1792,0.464816
2,23.4,3.25664,0.52809
2,23.5,3.33407,0.591365
2,23.6,3.41151,0.654639
2,23.7,3.48895,0.717913
2,23.8,3.56638,0.781188
2,23.9,3.64382,0.844462
2,24,3.72126,0.907736
2,24.1,3.79869,0.971011
2,24.2,3.87613,1.03429
2,24.3,3.95356,1.09756
2,24.4,4.031,1.16083
2,24.5,4.10844,1.22411
2,24.6,4.18587,1.28738
2,24.7,4.26331,1.35066
2,24.8,4.34074,1.41393
2,24.9,4.41818,1.47721
2,25,4.49562,1.54048
2,25.1,4.57305,1.60375
2,25.2,4.65049,1.66703
2,25.3,4.72793,1.7303
2,25.4,4.80536,1.79358
2,25.5,4.8828,1.85685
2,25.6,4.96023,1.92013
2,25.7,4.96233,1.9834
2,25.8,4.88489,2.04667
2,25.9,4.80746,2.10995
2,26,4.73002,2.17322
2,26.1,4.65259,2.2365
2,26.2,4.57515,2.29977
2,26.3,4.49771,2.36305
2,26.4,4.42028,2.42632
2,26.5,4.34284,2.48959
2,26.6,4.2654,2.55287
2,26.7,4.18797,2.61614
2,26.8,4.11053,2.67942
2,26.9,4.0331,2.74269
2,27,3.95566,2.80597
2,27.1,3.87822,2.86924
2,27.2,3.80079,2.93252
