1,4.5,2,-1,1,4.5,4.5
1,4.5,2,-1,1,27,27
1,4.5,2,-1,1,36,36
1,4.5,2,-1,1,45,49.5
1,4.5,2,-1,1,63,63
1,4.5,2,-1,1,72,72
1,4.5,2,-1,1,81,81
1,4.5,2,-1,1,99,99
1,4.5,2,-1,1,108,112.5
1,4.5,2,-1,1,135,135
1,4.5,2,-1,1,153,153
1,4.5,2,-1,1,171,171
1,4.5,2,-1,1,184.5,184.5
1,4.5,2,-1,1,198,198
1,4.5,2,-1,1,216,220.5
1,4.5,2,-1,1,256.5,261
1,4.5,2,-1,1,301.5,301.5
1,4.5,2,-1,1,319.5,319.5
1,4.5,2,-1,1,333,333
1,4.5,2,-1,1,342,342
1,4.5,2,-1,1,364.5,369
1,4.5,2,-1,1,378,378
1,4.5,2,-1,1,405,405
1,4.5,2,-1,1,427.5,427.5
1,4.5,2,-1,1,441,441
1,4.5,2,-1,1,472.5,472.5
1,4.5,2,-1,1,490.5,490.5
1,4.5,2,-1,1,508.5,517.5
1,4.5,2,-1,1,526.5,526.5
1,4.5,2,-1,1,544.5,544.5
1,4.5,2,-1,1,553.5,553.5
1,4.5,2,-1,1,562.5,562.5
1,4.5,2,-1,1,576,580.5
1,4.5,2,-1,1,589.5,589.5
1,4.5,2,-1,1,598.5,598.5
1,4.5,2,-1,1,616.5,621
1,4.5,2,-1,1,648,648
1,4.5,2,-1,1,657,661.5
1,4.5,2,-1,1,675,675
1,4.5,2,-1,1,684,684
1,4.5,2,-1,1,693,693
1,4.5,2,-1,1,702,702
1,4.5,2,-1,1,711,711
1,4.5,2,-1,1,720,729
1,4.5,2,-1,1,738,738
1,4.5,2,-1,1,747,747
1,4.5,2,-1,1,765,769.5
1,4.5,2,-1,1,783,783
1,4.5,2,-1,1,805.5,810
1,4.5,2,-1,1,832.5,832.5
1,4.5,2,-1,1,841.5,841.5
1,4.5,2,-1,1,868.5,877.5
1,4.5,2,-1,1,891,895.5
1,4.5,2,-1,1,904.5,904.5
1,4.5,2,-1,1,913.5,913.5
1,4.5,2,-1,1,954,954
1,4.5,2,-1,1,976.5,976.5
1,4.5,2,-1,1,990,990
1,4.5,2,-1,1,1017,1026
1,4.5,2,-1,1,1039.5,1039.5
1,4.5,2,-1,1,1053,1053
1,4.5,2,-1,1,1062,1062
1,4.5,2,-1,1,1089,1089
1,4.5,2,-1,1,1098,1102.5
1,4.5,2,-1,1,1125,1125
1,4.5,2,-1,1,1165.5,1174.5
1,4.5,2,-1,1,1188,1188
